DateTime,Most recent forecast [MW],Day-Ahead forecast [MW],Corrected Upscaled Measurement [MW]
02/09/2019 19:00,0.054772165903360266,0.053512067102351665,0.03595816394792364
02/09/2019 20:00,0.0025967426542479292,0.002668141820614419,0.0013495085678999637
02/09/2019 21:00,0.0,0.0,0.0
02/09/2019 22:00,0.0,0.0,0.0
02/09/2019 23:00,0.0,0.0,0.0
03/09/2019 00:00,0.0,0.0,0.0
03/09/2019 01:00,0.0,0.0,0.0
03/09/2019 02:00,0.0,0.0,0.0
03/09/2019 03:00,0.0,0.0,0.0
03/09/2019 04:00,0.0,0.0,0.0
03/09/2019 05:00,0.0,0.0,0.0
03/09/2019 06:00,5.789121597282972e-06,6.432357330314414e-06,0.0
03/09/2019 07:00,0.02037191890083878,0.022451500025729428,0.018914989965522565
03/09/2019 08:00,0.1030952503473473,0.11564156332012555,0.09671949776153964
03/09/2019 09:00,0.20068568929141153,0.225572479802398,0.17836412288375444
03/09/2019 10:00,0.2678903154428035,0.31276629959347496,0.21694797509391242
03/09/2019 11:00,0.25400414243812075,0.36285249318170126,0.24441735707302012
03/09/2019 12:00,0.2723833170380281,0.3818350228991921,0.20959579066536305
03/09/2019 13:00,0.2863228786085525,0.37862527659136525,0.22213245510214585
03/09/2019 14:00,0.23008349199814748,0.3554925899243555,0.23962332115473678
03/09/2019 15:00,0.22596485359954718,0.3135658416096331,0.2024713116863068
03/09/2019 16:00,0.17577702876550197,0.25767701847373026,0.14368985745896157
03/09/2019 17:00,0.14474862347553133,0.1900864508825194,0.10176696855863737
03/09/2019 18:00,0.09275201976020173,0.11052912571399166,0.0605728657438378
03/09/2019 19:00,0.03153398857613338,0.03456362887871147,0.0190732259558483
03/09/2019 20:00,0.001339216796171461,0.0014492101065198375,0.00032997993104512944
03/09/2019 21:00,0.0,0.0,0.0
03/09/2019 22:00,0.0,0.0,0.0
03/09/2019 23:00,0.0,0.0,0.0
04/09/2019 00:00,0.0,0.0,0.0
04/09/2019 01:00,0.0,0.0,0.0
04/09/2019 02:00,0.0,0.0,0.0
04/09/2019 03:00,0.0,0.0,0.0
04/09/2019 04:00,0.0,0.0,0.0
04/09/2019 05:00,0.0,0.0,0.0
04/09/2019 06:00,0.0,0.0,0.0
04/09/2019 07:00,0.018022822003807955,0.0169865692378943,0.01747285545206607
04/09/2019 08:00,0.09811274635928575,0.08830082848762415,0.11879213194051357
04/09/2019 09:00,0.20680800699840476,0.17100357639067565,0.25816330468790205
04/09/2019 10:00,0.3025478567385375,0.24152536921731077,0.3727621828847837
04/09/2019 11:00,0.42033718417125504,0.271500797612309,0.45443832655791694
