DateTime,Most recent forecast [MW],Day-Ahead forecast [MW],Corrected Upscaled Measurement [MW]
01/05/2019 00:00,0.0,0.0,0.0
01/05/2019 01:00,0.0,0.0,0.0
01/05/2019 02:00,0.0,0.0,0.0
01/05/2019 03:00,0.0,0.0,0.0
01/05/2019 04:00,0.0,0.0,0.0
01/05/2019 05:00,0.0,0.0,0.0
01/05/2019 06:00,0.005808759145753253,0.005922292634422167,0.004956144907318086
01/05/2019 07:00,0.04547053323637227,0.04646562087235273,0.05163028153336994
01/05/2019 08:00,0.14167792107567415,0.14426989804247486,0.13360294445021592
01/05/2019 09:00,0.25476247013252995,0.2686899867915288,0.2111136670574791
01/05/2019 10:00,0.3624270936910998,0.38427078850120955,0.24058636707677236
01/05/2019 11:00,0.3630377999732862,0.49093290393434347,0.300857808581054
01/05/2019 12:00,0.4559311972217687,0.5700449681661002,0.38445555868865106
01/05/2019 13:00,0.5132003086923613,0.6048611626422878,0.5127224291714282
01/05/2019 14:00,0.5147400602543744,0.5980654783989552,0.6052373814576809
01/05/2019 15:00,0.485849126608391,0.5465294370816699,0.6019018714474407
01/05/2019 16:00,0.4984468915569671,0.4544463572817263,0.5130110862112465
01/05/2019 17:00,0.363861474302845,0.33480283759516777,0.38004481975631116
01/05/2019 18:00,0.21253172259242217,0.19817233344711416,0.22736008667131682
01/05/2019 19:00,0.08135453614520413,0.07789881420578501,0.09917558362149567
01/05/2019 20:00,0.01644157848651697,0.016354016710942252,0.01943055163918612
01/05/2019 21:00,2.3003517312001897e-05,2.597171309419569e-05,5.194342618839139e-06
01/05/2019 22:00,0.0,0.0,0.0
01/05/2019 23:00,0.0,0.0,0.0
02/05/2019 00:00,0.0,0.0,0.0
02/05/2019 01:00,0.0,0.0,0.0
02/05/2019 02:00,0.0,0.0,0.0
02/05/2019 03:00,0.0,0.0,0.0
02/05/2019 04:00,0.0,0.0,0.0
02/05/2019 05:00,0.0,0.0,0.0
02/05/2019 06:00,0.006426885917395111,0.006200560989002834,0.0071348006114483305
02/05/2019 07:00,0.04864798682121073,0.047051097490390464,0.06136893189474777
02/05/2019 08:00,0.13166026031077008,0.11595924667191047,0.14110951158338403
02/05/2019 09:00,0.2086448702156394,0.18894643890711027,0.23541799617102743
02/05/2019 10:00,0.26152030987963965,0.23589810183879728,0.3240127038779478
02/05/2019 11:00,0.3388150962437483,0.2564135290363752,0.3113385078879803
02/05/2019 12:00,0.3261921016310236,0.2571192175835918,0.27273044330004004
02/05/2019 13:00,0.2876708567697125,0.24835858773244682,0.21222970867158394
02/05/2019 14:00,0.19481307787061636,0.23529778424184858,0.22189860643208023
02/05/2019 15:00,0.1789480714147905,0.21557189712233418,0.21750938691916116
02/05/2019 16:00,0.1992453362223772,0.19776643267389915,0.2175190335554533
02/05/2019 17:00,0.17187040857214939,0.17046199967349845,0.20153455721939417
