DateTime,Most recent forecast [MW],Day-Ahead forecast [MW],Corrected Upscaled Measurement [MW]
01/01/2018 00:00,0.0,0.0,0.0
01/01/2018 01:00,0.0,0.0,0.0
01/01/2018 02:00,0.0,0.0,0.0
01/01/2018 03:00,0.0,0.0,0.0
01/01/2018 04:00,0.0,0.0,0.0
01/01/2018 05:00,0.0,0.0,0.0
01/01/2018 06:00,0.0,0.0,0.0
01/01/2018 07:00,0.0,0.0,0.0
01/01/2018 08:00,0.0003352772641375246,0.0002480713090714513,4.063966838030601e-05
01/01/2018 09:00,0.020313907571847548,0.011858316569470126,0.030317192611708284
01/01/2018 10:00,0.06560004470363522,0.03908520106475931,0.09907104491360684
01/01/2018 11:00,0.11369878555124323,0.06189506160296398,0.14752622951930044
01/01/2018 12:00,0.10666219630314482,0.06928301465060044,0.08180426581052432
01/01/2018 13:00,0.07560925636180141,0.05597775655483984,0.04699300320376052
01/01/2018 14:00,0.030437418297333357,0.03424654054822913,0.02126470647999512
01/01/2018 15:00,0.014429622254282405,0.016294813700986868,0.0087451486395871
01/01/2018 16:00,0.001838944994208847,0.002446000040639668,0.0008221066249432736
01/01/2018 17:00,0.0,0.0,0.0
01/01/2018 18:00,0.0,0.0,0.0
01/01/2018 19:00,0.0,0.0,0.0
01/01/2018 20:00,0.0,0.0,0.0
01/01/2018 21:00,0.0,0.0,0.0
01/01/2018 22:00,0.0,0.0,0.0
01/01/2018 23:00,0.0,0.0,0.0
02/01/2018 00:00,0.0,0.0,0.0
02/01/2018 01:00,0.0,0.0,0.0
02/01/2018 02:00,0.0,0.0,0.0
02/01/2018 03:00,0.0,0.0,0.0
02/01/2018 04:00,0.0,0.0,0.0
02/01/2018 05:00,0.0,0.0,0.0
02/01/2018 06:00,0.0,0.0,0.0
02/01/2018 07:00,0.0,0.0,0.0
02/01/2018 08:00,0.00042163655944567487,0.0003310439653479094,1.4393215884691714e-05
02/01/2018 09:00,0.02931220747905364,0.02080158359241122,0.0198567113025691
02/01/2018 10:00,0.08956813579067861,0.06870474603593901,0.08326306057342571
02/01/2018 11:00,0.12214421663652555,0.09995749768015227,0.11007677510684846
02/01/2018 12:00,0.11556143701867391,0.10365316752348633,0.08993558612561721
02/01/2018 13:00,0.08457284321893266,0.08775205060993368,0.07035742588340478
02/01/2018 14:00,0.045877952302575874,0.06299741260777979,0.04376892284558958
02/01/2018 15:00,0.022719267944106905,0.031716721191555074,0.01990497090877072
02/01/2018 16:00,0.00350686471731724,0.004410250679021126,0.0014350882896795561
02/01/2018 17:00,0.0,0.0,0.0
02/01/2018 18:00,0.0,0.0,0.0
02/01/2018 19:00,0.0,0.0,0.0
02/01/2018 20:00,0.0,0.0,0.0
02/01/2018 21:00,0.0,0.0,0.0
02/01/2018 22:00,0.0,0.0,0.0
02/01/2018 23:00,0.0,0.0,0.0
03/01/2018 00:00,0.0,0.0,0.0
03/01/2018 01:00,0.0,0.0,0.0
03/01/2018 02:00,0.0,0.0,0.0
03/01/2018 03:00,0.0,0.0,0.0
03/01/2018 04:00,0.0,0.0,0.0
03/01/2018 05:00,0.0,0.0,0.0
03/01/2018 06:00,0.0,0.0,0.0
03/01/2018 07:00,0.0,0.0,0.0
03/01/2018 08:00,0.0003589837373593698,0.00033273728486375546,4.23329878961521e-06
03/01/2018 09:00,0.024980696157519355,0.022328957795704388,0.022089353084212164
03/01/2018 10:00,0.07655582197115939,0.07146739682604189,0.07493446853473675
03/01/2018 11:00,0.11076510949003988,0.10362776773074865,0.06847530124154186
03/01/2018 12:00,0.11063472388731974,0.10985749022954638,0.07357896626230197
03/01/2018 13:00,0.10555307202026565,0.10390716545086325,0.053248125495295964
03/01/2018 14:00,0.05162846537838917,0.0798154620391631,0.03387485691450091
03/01/2018 15:00,0.03131963776508917,0.04154898096031536,0.015360947987997751
03/01/2018 16:00,0.0042146722749409025,0.006279675424515203,0.0011760104037551052
03/01/2018 17:00,0.0,0.0,0.0
03/01/2018 18:00,0.0,0.0,0.0
03/01/2018 19:00,0.0,0.0,0.0
03/01/2018 20:00,0.0,0.0,0.0
03/01/2018 21:00,0.0,0.0,0.0
03/01/2018 22:00,0.0,0.0,0.0
03/01/2018 23:00,0.0,0.0,0.0
04/01/2018 00:00,0.0,0.0,0.0
04/01/2018 01:00,0.0,0.0,0.0
04/01/2018 02:00,0.0,0.0,0.0
04/01/2018 03:00,0.0,0.0,0.0
04/01/2018 04:00,0.0,0.0,0.0
04/01/2018 05:00,0.0,0.0,0.0
04/01/2018 06:00,0.0,0.0,0.0
04/01/2018 07:00,0.0,0.0,0.0
04/01/2018 08:00,7.111941966553553e-05,7.111941966553553e-05,0.0
04/01/2018 09:00,0.003251173470424481,0.0031334877640731788,0.002907429608707726
04/01/2018 10:00,0.00942416976544138,0.00888908079843402,0.015652198944723278
04/01/2018 11:00,0.01985755796232703,0.014457562026293863,0.024903650119548353
04/01/2018 12:00,0.027180318208603414,0.022119832835497392,0.03101992021078441
04/01/2018 13:00,0.03344390709771808,0.029606845074810855,0.0421272495749768
04/01/2018 14:00,0.03888115606309986,0.028001578173788767,0.043326119792195826
04/01/2018 15:00,0.01906254444963729,0.014679386882869702,0.0268856806128462
